symbol_nse,note
NSE:SABEVENTS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SADBHAV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SADBHIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SADHNANIQ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAGARDEEP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAGCEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAHYADRI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAKAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAKHTISUG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAKSOFT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAKUMA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SALASAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SALONA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SALSTEEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SALZERELEC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAMBHAAV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAMBHV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAMPANN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANATHAN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANCO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANDESH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANDHAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANGAMIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANGHIIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANGHVIMOV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANGINITA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANOFI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANOFICONR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANSTAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SANWARIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SARLAPOLY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SARVESHWAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SASKEN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SASTASUNDR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SATIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SATIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SAURASHCEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SBC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SBCL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SBGLP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SCHAND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SCHNEIDER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SCILAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SCODATUBES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SCPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SDBL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SEAMECLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SECMARK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SECURCRED-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SECURKLOUD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SEDEMAC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SEJALLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SELMC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SEMAC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SENORES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SEPC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SERVOTECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SESHAPAPER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SETCO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SETL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SETUINFRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SEYAIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SGFIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SGIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SGL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SGMART-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHADOWFAX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHAH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHAHALLOYS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHALBY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHALPAINTS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHANKARA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHANTI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHANTIGEAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHANTIGOLD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHARDAMOTR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHEKHAWATI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHEMAROO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHILCTECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHIVALIK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHIVAMAUTO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHIVAMILLS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHIVATEX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHIVAUM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHOPERSTOP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHRADHA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHREDIGCEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHREEJISPG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHREEPUSHK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHREERAMA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHRENIK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHREYANIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHRINGARMS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHRIRAMPPS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHYAMCENT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SHYAMTEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SICALLOG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIGACHI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIGIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIGMA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIGMAADV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIGNPOST-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIKKO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SILGO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SILINV-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SILLYMONKS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SILVERTUC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIMBHALS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIMPLEXINF-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SINCLAIR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SINDHUTRAD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SINGERIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SINTERCOM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIRCA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SITINET-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SIYSIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SJS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SKMEGGPROD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SMARTLINK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SMCGLOBAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SMLT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SMSPHARMA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SNOWMAN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SOFTTECH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SOLARA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SOLARWORLD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SOLEX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SOMANYCERA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SOMATEX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SOMICONVEY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SONAMLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SOTL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SOUTHWEST-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SPAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SPANDANA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SPCENET-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SPECIALITY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SPECTRUM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SPENCERS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SPIC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SPLIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SPMLINFRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SPORTKING-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SRD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SREEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SRGHFL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SRHHYPOLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SRM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SRPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SRTL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SSDL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SSWL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STALLION-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STANLEY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STARPAPER-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STARTECK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STCINDIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STEELCAS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STEELCITY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STEELXIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STERTOOLS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STLNETWORK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STOVEKRAFT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STUDDS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STYLAMIND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:STYLEBAAZA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUBEXLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUDARCOLOR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUKHJITS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SULA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUMEETINDS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUMIT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUMMITSEC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUNCLAY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUNDARAM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUNDRMBRAK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUNDROP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUNFLAG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUPERHOUSE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUPERSPIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUPRAJIT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUPREME-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUPREMEENG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUPREMEINF-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SURAJEST-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SURAJLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SURAKSHA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SURANASOL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SURANAT&P-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SURYALAXMI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SURYODAY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUTLEJTEX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUVEN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUVIDHAA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SUYOG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SVLL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SVPGLOB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SWANDEF-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SWARAJENG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SWELECTES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SYMPHONY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SYNCOMF-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:SYSTMTXC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TAINWALCHM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TAJGVK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TAKE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TALBROAUTO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TARACHAND-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TARAPUR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TARMAT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TARSONS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TASTYBITE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TATVA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TBZ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TCC-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TCI-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TCIEXP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TCIFINANCE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TCPLPACK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TEAMGTY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TEAMLEASE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TECHIN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TECILCHEM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TEMBO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TERASOFT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TEXINFRA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TEXMOPIPES-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TFCILTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TFL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TGBHOTELS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:THEINVEST-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:THEJO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:THEMISMED-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:THOMASCOTT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TICL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TIGERLOGS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TIIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TIJARIA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TIL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TIL-RE1-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TINNARUBR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TIPSFILMS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TIRUMALCHM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TIRUPATIFL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TNPETRO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TNPL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TNTELE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TOKYOPLAST-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TOLINS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TOTAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TOUCHWOOD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TPHQ-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TPLPLASTEH-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TRACXN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TRANSWORLD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TREEHOUSE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TREJHARA-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TREL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TRF-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TRIGYN-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TRU-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TRUALT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TTKHLTCARE-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TTKPRESTIG-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TTL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TVSELECT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TVSHLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TVSSCS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TVSSRICHAK-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TVTODAY-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:TVVISION-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UCAL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UDS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UEL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UFBL-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UFLEX-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UFO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UGARSUGAR-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UGROCAP-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UMAEXPORTS-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UMESLTD-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UMIYA-MRO-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNICHEMLAB-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNIDT-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
NSE:UNIECOM-EQ,no Industry in merged Nifty CSVs; backfill from disclosures / Screener / vendor
